trade_id,symbol,signal_type,entry_price,exit_price,size,pnl,pnl_pct,slippage,entry_seq,exit_seq,strategy,regime,ev_score,confidence,equity_after
bt_34,BTCUSDT,long,64000.0,64141.990803664274,0.017865007059599845,2.536666709860505,0.02536666709860505,0.0022186063072542764,207,209,momentum,MIXED,3.0632073627446887,0.8549999999999999,10165.740682837772
bt_35,BTCUSDT,long,63878.7,64030.20582567187,0.01790339857917035,2.712469184069777,0.027124691840697775,0.002371773778612736,210,212,momentum,MIXED,3.0192691184885776,0.8549999999999999,10168.45315202184
bt_36,BTCUSDT,long,64536.3,64655.54782040578,0.016335723007686737,1.9479993634191475,0.019479993634191475,0.0018477635130271957,213,215,momentum,MIXED,2.783536387164542,0.8549999999999999,10170.40115138526
bt_37,BTCUSDT,long,64367.3,64516.698489587405,0.013698931439518813,2.0465996660254833,0.020465996660254834,0.0023210308586409847,216,218,momentum,MIXED,2.3824693368620546,0.8549999999999999,10172.447751051286
bt_38,BTCUSDT,long,63432.7,63579.49255209467,0.01804117390546626,2.6483099603672247,0.026483099603672247,0.002314146364488249,219,221,momentum,TRENDING,3.298255781841018,0.87875,10175.096061011653
bt_39,BTCUSDT,long,62868.1,62982.896071312134,0.01465418971675427,1.6822434077460875,0.016822434077460875,0.001825982832503855,222,224,momentum,MIXED,2.395278755336953,0.8549999999999999,10176.778304419398
bt_40,BTCUSDT,long,64059.7,64173.19036846295,0.009945479417293932,1.1287161236094083,0.011287161236094082,0.001771634404515686,229,231,momentum,MIXED,1.8394199240554843,0.8549999999999999,10177.907020543007
bt_41,BTCUSDT,long,64688.0,64810.049542317334,0.012076503680525454,1.4739317470017346,0.014739317470017346,0.001886741626226414,232,234,momentum,MIXED,2.053811385079794,0.8549999999999999,10179.380952290008
bt_42,BTCUSDT,long,65034.399999999994,65150.80877496218,0.012184999112684228,1.418440819622859,0.014184408196228591,0.001789956929904529,238,240,momentum,MIXED,2.0398250641075477,0.8549999999999999,10180.799393109632
bt_43,BTCUSDT,long,66522.6,66787.77405066078,0.01721730557321622,4.565582660314078,0.045655826603140784,0.003986224992119592,252,254,momentum,MIXED,2.665793382634427,0.8549999999999999,10185.364975769946
bt_44,BTCUSDT,long,66994.7,67129.33360242557,0.017103644911823156,2.3027253290865644,0.023027253290865645,0.002009615722222392,256,258,momentum,MIXED,2.6695552101414264,0.8549999999999999,10187.667701099032
bt_45,BTCUSDT,long,66899.1,67027.58888115377,0.017131958671695747,2.2012662016987727,0.022012662016987726,0.0019206369166964513,260,262,momentum,MIXED,2.641252292834038,0.8549999999999999,10189.86896730073
bt_46,BTCUSDT,long,67192.29999999999,67380.7489130596,0.017060887316274816,3.2151056705843875,0.032151056705843874,0.0028046206642666624,264,266,momentum,MIXED,2.612809049363221,0.8549999999999999,10193.084072971315
bt_47,BTCUSDT,long,67151.4,67307.62564412196,0.017076664942343316,2.667812980072566,0.026678129800725658,0.0023264689064109636,268,270,momentum,MIXED,2.599270705241702,0.8549999999999999,10195.751885951388
bt_48,BTCUSDT,long,67072.1,67224.47288036761,0.017101329571752352,2.605778844963621,0.026057788449636212,0.0022717773913088425,271,273,momentum,MIXED,2.579087035708328,0.8549999999999999,10198.357664796351
bt_49,BTCUSDT,long,68248.20000000001,68353.87617860873,0.016810923032249774,1.776514104933395,0.017765141049333952,0.0015484097545241545,275,277,momentum,MIXED,2.5589428762263204,0.8549999999999999,10200.134178901284
bt_50,BTCUSDT,long,68149.1,68272.09622941569,0.016838301534816955,2.0710475985468553,0.020710475985468553,0.0018048107666232816,279,281,momentum,MIXED,2.529125545469408,0.8549999999999999,10202.205226499831
bt_51,BTCUSDT,long,67881.20000000001,68007.70556675924,0.01690818795161592,2.1389798996906575,0.021389798996906573,0.0018636318562315361,282,284,momentum,MIXED,2.5041540436807463,0.8549999999999999,10204.344206399523
bt_52,BTCUSDT,long,68122.0,68259.59151487751,0.016851952720412587,2.318685703445732,0.023186857034457324,0.0020197809059849877,285,287,momentum,MIXED,2.4809878682589184,0.8549999999999999,10206.662892102968
